player_id,player_url,short_name,long_name,player_positions,overall,age,dob,height_cm,weight_kg,club_team_id,club_name,league_id,league_name,league_level,club_jersey_number,club_joined_date,nationality_id,nationality_name,preferred_foot,pace,shooting,passing,dribbling,defending,physic,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed
200145,/player/200145/carlos-henrique-venancio-casimiro/240002,Casemiro,Carlos Henrique Venancio Casimiro,CDM,89,31,1992-02-23,185,84,11,Manchester United,13,Premier League,1,18,2022-08-19,54,Brazil,Right,63,75,79,73,89,88,13,14,16,12,12,
203376,/player/203376/virgil-van-dijk/240002,V. van Dijk,Virgil van Dijk,CB,89,31,1991-07-08,193,92,9,Liverpool,13,Premier League,1,4,2018-01-01,34,Netherlands,Right,78,60,71,72,89,86,13,10,13,11,11,
209331,/player/209331/mohamed-salah/240002,M. Salah,Mohamed Salah Ghaly,RW,89,31,1992-06-15,175,71,9,Liverpool,13,Premier League,1,11,2017-07-01,111,Egypt,Left,89,87,81,88,45,76,14,14,9,11,14,
212831,/player/212831/alisson-ramses-becker/240002,Alisson,Alisson Ramsés Becker,GK,89,30,1992-10-02,193,91,9,Liverpool,13,Premier League,1,1,2018-07-19,54,Brazil,Right,,,,,,,86,85,85,90,89,56
236479,/player/236479/maria-pilar-leon-cebrian/240002,Mapi León,María Pilar León Cebrián,CB,89,28,1995/6/13,169,59,116325,Barcelona W,2222,Primera Division Women,1,4,2017/7/1,45,Spain,Left,75,74,81,76,90,81,12,8,11,14,12,
227361,/player/227361/kadidiatou-diani/240002,K. Diani,Kadidiatou Diani,"RW, ST",89,28,1995/4/1,168,64,116033,Olympique Lyonnais W,2218,Feminine Division 1,1,11,2023/8/2,18,France,Right,89,85,83,88,56,77,15,7,7,15,13,
231866,/player/231866/rodrigo-hernandez-cascante/240002,Rodri,Rodrigo Hernández Cascante,"CDM, CM",89,27,1996-06-22,191,82,10,Manchester City,13,Premier League,1,16,2019-07-04,45,Spain,Right,58,73,80,80,85,84,10,10,7,14,8,
227310,/player/227310/ada-hegerberg/240002,A. Hegerberg,Ada Martine Stolsmo Hegerberg,ST,89,27,1995/7/10,176,68,116033,Olympique Lyonnais W,2218,Feminine Division 1,1,14,2014/7/1,36,Norway,Right,75,89,77,86,39,76,15,7,12,10,14,
239818,/player/239818/ruben-santos-gato-alves-dias/240002,Rúben Dias,Rúben dos Santos Gato Alves Dias,CB,89,26,1997-05-14,187,82,10,Manchester City,13,Premier League,1,3,2020-09-29,38,Portugal,Right,62,39,66,69,89,87,7,8,13,7,12,
238794,/player/238794/vinicius-jose-de-oliveira-junior/240002,Vini Jr.,Vinícius José Paixão de Oliveira Júnior,LW,89,22,2000-07-12,176,73,243,Real Madrid,53,La Liga,1,7,2018-07-12,54,Brazil,Right,95,82,78,90,29,68,5,7,7,7,10,
226302,/player/226302/alexandra-popp/240002,A. Popp,Alexandra Popp,"ST, LM",88,32,1991/4/6,174,65,115998,Wolfsburg W,2215,Bundesliga Women,1,11,2022/1/30,21,Germany,Left,73,87,76,82,52,88,12,14,13,7,14,
227316,/player/227316/wendie-renard/240002,W. Renard,Wéndèleine Thérèse Renard,CB,88,32,1990/7/20,187,70,116033,Olympique Lyonnais W,2218,Feminine Division 1,1,3,2006/7/1,18,France,Right,53,67,69,69,91,84,7,14,17,11,15,
194765,/player/194765/antoine-griezmann/240002,A. Griezmann,Antoine Griezmann,"ST, CF",88,32,1991-03-21,176,73,240,Atlético Madrid,53,La Liga,1,7,2022-10-10,18,France,Left,80,88,87,88,58,75,14,8,14,13,14,
226893,/player/226893/debora-c-de-oliveira/240002,Debinha,Débora Cristiane de Oliveira,"CAM, RM",88,31,1991/10/20,155,52,116309,Kansas City W,2221,NWSL,1,99,2023/1/9,54,Brazil,Right,84,81,87,91,46,68,9,8,10,8,13,
227190,/player/227190/irene-paredes-hernandez/240002,Irene Paredes,Irene Paredes Hernández,CB,88,31,1991/7/4,177,62,116325,Barcelona W,2222,Primera Division Women,1,2,2021/4/9,45,Spain,Right,69,51,67,68,89,80,15,12,13,14,16,
245956,/player/245956/christiane-endler/240002,C. Endler,Claudia Christiane Endler Mutinelli,GK,88,31,1991/7/23,183,73,116033,Olympique Lyonnais W,2218,Feminine Division 1,1,1,2021/7/1,55,Chile,Left,,,,,,,87,82,84,89,90,42
200389,/player/200389/jan-oblak/240002,J. Oblak,Jan Oblak,GK,88,30,1993-01-07,188,87,240,Atlético Madrid,53,La Liga,1,13,2014-07-16,44,Slovenia,Right,,,,,,,85,90,78,86,87,46
210257,/player/210257/ederson-santana-de-moraes/240002,Ederson,Ederson Santana de Moraes,GK,88,29,1993-08-17,188,86,10,Manchester City,13,Premier League,1,31,2017-07-01,54,Brazil,Left,,,,,,,86,82,91,86,86,64
212622,/player/212622/joshua-kimmich/240002,J. Kimmich,Joshua Walter Kimmich,"CDM, RB, CM",88,28,1995-02-08,177,75,21,FC Bayern München,19,Bundesliga,1,6,2015-07-01,21,Germany,Right,70,74,88,84,82,79,8,15,7,15,15,
227323,/player/227323/guro-reiten/240002,G. Reiten,Guro Reiten,"LW, CAM",88,28,1994/7/26,167,60,116010,Chelsea W,2216,Women's Super League,1,11,2019/7/1,36,Norway,Left,88,80,86,86,60,63,16,16,12,11,16,
212198,/player/212198/bruno-miguel-borges-fernandes/240002,Bruno Fernandes,Bruno Miguel Borges Fernandes,"CAM, CM",88,28,1994-09-08,179,69,11,Manchester United,13,Premier League,1,8,2020-01-30,38,Portugal,Right,71,86,90,83,69,77,12,14,15,8,14,
218667,/player/218667/bernardo-mota-carvalho-e-silva/240002,Bernardo Silva,Bernardo Mota Veiga de Carvalho e Silva,"CM, RW",88,28,1994-08-10,173,64,10,Manchester City,13,Premier League,1,20,2017-07-01,38,Portugal,Left,69,78,86,92,70,69,9,10,14,12,9,
237289,/player/237289/patricia-guijarro-gutierrez/240002,Patri Guijarro,Patricia Guijarro Gutiérrez,"CM, CDM",88,25,1998/5/17,170,64,116325,Barcelona W,2222,Primera Division Women,1,12,2015/7/1,45,Spain,Right,78,82,83,86,81,72,14,8,9,17,17,
246272,/player/246272/marie-katoto/240002,M. Katoto,Marie-Antoinette Oda Katoto,ST,88,24,1998/11/1,177,66,116034,Paris Saint Germain W,2218,Feminine Division 1,1,9,2015/4/26,18,France,Right,83,88,77,84,39,71,14,12,11,14,8,
239053,/player/239053/federico-valverde/240002,F. Valverde,Federico Santiago Valverde Dipetta,"CM, RW",88,24,1998-07-22,182,78,243,Real Madrid,53,La Liga,1,15,2016-07-22,60,Uruguay,Right,88,82,84,84,80,82,6,10,6,15,8,
232293,/player/232293/victor-osimhen/240002,V. Osimhen,Victor James Osimhen,ST,88,24,1998-12-29,185,78,48,Napoli,31,Serie A,1,9,2020-09-01,133,Nigeria,Right,90,86,66,83,42,82,14,14,10,9,6,
264012,/player/264012/sophia-smith/240002,S. Smith,Sophia Olivia Smith,"ST, RW",88,22,2000/8/10,164,58,116302,Portland Thorns W,2221,NWSL,1,9,2020/1/16,95,United States,Right,93,85,78,88,45,82,12,13,13,13,6,
167495,/player/167495/manuel-neuer/240002,M. Neuer,Manuel Peter Neuer,GK,87,37,1986-03-27,193,93,21,FC Bayern München,19,Bundesliga,1,1,2011-07-01,21,Germany,Right,,,,,,,84,85,90,88,84,49
177003,/player/177003/luka-modric/240002,L. Modrić,Luka Modrić,CM,87,37,1985-09-09,172,66,243,Real Madrid,53,La Liga,1,10,2012-08-01,10,Croatia,Right,72,76,89,87,72,66,13,9,7,14,9,
227246,/player/227246/lucy-bronze/240002,L. Bronze,Lucia Roberta Tough Bronze,RB,87,31,1991/10/28,171,65,116325,Barcelona W,2222,Primera Division Women,1,15,2022/7/1,14,England,Right,73,68,80,80,85,88,10,14,16,8,15,
227776,/player/227776/sandra-panos-garcia/240002,Sandra Paños,Sandra Paños García-Villamil,GK,87,30,1992/11/4,169,65,116325,Barcelona W,2222,Primera Division Women,1,1,2022/2/24,45,Spain,Right,,,,,,,86,82,84,87,89,56
200104,/player/200104/heung-min-son/240002,H. Son,손흥민 孙兴慜,LW,87,30,1992-07-08,183,78,18,Tottenham Hotspur,13,Premier League,1,7,2015-08-28,167,Korea Republic,Right,87,88,80,84,42,70,11,13,13,6,10,
207865,/player/207865/marcos-aoas-correa/240002,Marquinhos,Marcos Aoás Corrêa,CB,87,29,1994-05-14,183,75,73,Paris Saint Germain,16,Ligue 1,1,5,2013-07-19,54,Brazil,Right,78,56,75,74,89,80,6,6,12,10,13,
227013,/player/227013/fridolina-rolfo/240002,F. Rolfö,Fridolina Rolfö,"LB, LW",87,29,1993/11/24,178,65,116325,Barcelona W,2222,Primera Division Women,1,16,2022/2/17,46,Sweden,Left,82,82,82,87,83,80,7,11,16,14,9,
232075,/player/232075/rose-lavelle/240002,R. Lavelle,Rosemary Kathleen Lavelle,"CAM, RM",87,28,1995/5/14,163,56,116300,OL Reign W,2221,NWSL,1,16,2021/5/31,95,United States,Left,86,78,84,87,45,65,16,8,13,11,10,
233837,/player/233837/lina-magull/240002,L. Magull,Lina Maria Magull,"CAM, CM",87,28,1994/8/15,166,54,115995,Bayern Munich W,2215,Bundesliga Women,1,16,2018/7/1,21,Germany,Right,81,74,84,86,57,68,8,13,15,7,15,
245802,/player/245802/beth-mead/240002,B. Mead,Bethany Jane Mead,"RW, LW, RM",87,28,1995/5/9,163,58,116009,Arsenal W,2216,Women's Super League,1,9,2017/1/1,14,England,Right,81,84,84,87,67,73,11,15,17,16,10,
215698,/player/215698/mike-maignan/240002,M. Maignan,Mike Maignan,GK,87,27,1995-07-03,191,89,47,Milan,31,Serie A,1,16,2021-07-01,18,France,Right,,,,,,,85,82,87,85,89,51
241846,/player/241846/ewa-pajor/240002,E. Pajor,Ewa Pajor,ST,87,26,1996/12/3,167,61,115998,Wolfsburg W,2215,Bundesliga Women,1,9,2015/7/1,37,Poland,Right,85,89,63,89,21,69,15,8,12,8,12,
228702,/player/228702/frenkie-de-jong/240002,F. de Jong,Frenkie de Jong,"CM, CDM",87,26,1997-05-12,181,74,241,FC Barcelona,53,La Liga,1,21,2019-07-01,34,Netherlands,Right,82,69,86,87,77,78,7,13,10,10,9,
231478,/player/231478/lautaro-martinez/240002,L. Martínez,Lautaro Javier Martínez,ST,87,25,1997-08-22,174,72,44,Inter,31,Serie A,1,10,2018-07-05,52,Argentina,Right,80,86,71,85,48,85,11,8,8,8,13,
235073,/player/235073/gregor-kobel/240002,G. Kobel,Gregor Kobel,GK,87,25,1997-12-06,195,88,22,Borussia Dortmund,19,Bundesliga,1,1,2021-07-01,47,Switzerland,Right,,,,,,,86,84,74,85,89,44
222665,/player/222665/martin-odegaard/240002,M. Ødegaard,Martin Ødegaard,"CAM, CM",87,24,1998-12-17,178,68,1,Arsenal,13,Premier League,1,8,2021-08-20,36,Norway,Left,72,81,88,87,61,64,14,15,15,8,10,
230621,/player/230621/gianluigi-donnarumma/240002,G. Donnarumma,Gianluigi Donnarumma,GK,87,24,1999-02-25,196,90,73,Paris Saint Germain,16,Ligue 1,1,99,2021-07-15,27,Italy,Right,,,,,,,90,82,79,83,89,52
248717,/player/248717/lena-oberdorf/240002,L. Oberdorf,Lena Sophie Oberdorf,"CDM, CB",87,21,2001/12/19,174,68,115998,Wolfsburg W,2215,Bundesliga Women,1,5,2020/7/1,21,Germany,Right,58,61,77,76,87,89,14,14,9,11,11,
20801,/player/20801/c-ronaldo-dos-santos-aveiro/240002,Cristiano Ronaldo,Cristiano Ronaldo dos Santos Aveiro,ST,86,38,1985-02-05,187,85,112139,Al Nassr,350,Pro League,1,7,2023-01-01,38,Portugal,Right,77,88,75,80,34,74,7,11,15,14,11,
189513,/player/189513/daniel-parejo-munoz/240002,Parejo,Daniel Parejo Muñoz,"CM, CDM",86,34,1989-04-16,182,74,483,Villarreal,53,La Liga,1,10,2020-08-12,45,Spain,Right,49,83,90,80,73,69,5,9,12,14,8,
227073,/player/227073/cristiana-girelli/240002,C. Girelli,Cristiana Girelli,ST,86,33,1990/4/23,174,64,116280,Juventus W,603,Serie A Women,1,10,2018/7/1,27,Italy,Right,81,85,71,81,46,78,11,12,11,11,13,
227192,/player/227192/jennifer-hermoso-fuentes/240002,Jenni Hermoso,Jennifer Hermoso Fuentes,"ST, CAM, CM",86,33,1990/5/9,174,59,,,,,,,,45,Spain,Left,78,89,82,88,47,76,13,13,16,13,14,
245872,/player/245872/kim-little/240002,K. Little,Kim Alison Little,"CM, CDM, CAM",86,33,1990/6/29,162,57,116009,Arsenal W,2216,Women's Super League,1,10,2008/7/1,42,Scotland,Right,76,78,83,88,62,66,12,5,6,10,6,
182521,/player/182521/toni-kroos/240002,T. Kroos,Toni Kroos,"CM, CDM",86,33,1990-01-04,183,76,243,Real Madrid,53,La Liga,1,8,2014-07-17,21,Germany,Right,51,80,90,81,70,71,10,11,13,7,10,
186153,/player/186153/wojciech-szczesny/240002,W. Szczęsny,Wojciech Tomasz Szczęsny,GK,86,33,1990-04-18,195,90,45,Juventus,31,Serie A,1,1,2017-07-19,37,Poland,Right,,,,,,,86,83,73,86,87,49
186942,/player/186942/ilkay-gundogan/240002,İ. Gündoğan,İlkay Gündoğan,"CM, CDM",86,32,1990-10-24,180,80,241,FC Barcelona,53,La Liga,1,22,2023-07-01,21,Germany,Right,62,81,84,86,72,73,11,14,5,5,13,
204485,/player/204485/riyad-mahrez/240002,R. Mahrez,Riyad Mahrez,"RM, RW",86,32,1991-02-21,179,67,112387,Al Ahli Jeddah,350,Pro League,1,7,2023-07-28,97,Algeria,Left,79,81,81,89,38,60,15,9,13,11,6,
215914,/player/215914/ngolo-kante/240002,N. Kanté,N'Golo Kanté,"CDM, CM",86,32,1991-03-29,168,70,607,Al Ittihad,350,Pro League,1,7,2023-07-01,18,France,Right,69,65,73,80,85,77,15,12,10,7,10,
208722,/player/208722/sadio-mane/240002,S. Mané,Sadio Mané,"CF, LM, ST",86,31,1992-04-10,174,69,112139,Al Nassr,350,Pro League,1,10,2023-08-01,136,Senegal,Right,85,83,79,87,44,74,10,10,15,7,14,
247504,/player/247504/mary-earps/240002,M. Earps,Mary Alexandra Earps,GK,86,30,1993/3/7,173,68,116012,Manchester United W,2216,Women's Super League,1,27,2019/7/12,14,England,Right,,,,,,,83,83,83,85,85,41
231432,/player/231432/lindsey-horan/240002,L. Horan,Lindsey Michelle Horan,CM,86,29,1994/5/26,175,67,116033,Olympique Lyonnais W,2218,Feminine Division 1,1,26,2023/6/22,95,United States,Right,78,84,86,84,63,78,7,15,13,9,11,
210514,/player/210514/joao-pedro-cavaco-cancelo/240002,João Cancelo,João Pedro Cavaco Cancelo,"LB, RB",86,29,1994-05-27,182,74,241,FC Barcelona,53,La Liga,1,2,,38,Portugal,Right,81,73,85,84,80,72,6,9,15,14,14,
211110,/player/211110/paulo-dybala/240002,P. Dybala,Paulo Bruno Exequiel Dybala,"CF, CAM",86,29,1993-11-15,177,75,52,Roma,31,Serie A,1,21,2022-07-20,52,Argentina,Left,80,85,85,90,40,60,5,4,4,5,8,
216267,/player/216267/andrew-robertson/240002,A. Robertson,Andrew Robertson,LB,86,29,1994-03-11,178,64,9,Liverpool,13,Premier League,1,26,2017-07-21,42,Scotland,Left,80,61,82,81,81,77,11,8,10,7,14,
227392,/player/227392/ashley-lawrence/240002,A. Lawrence,Ashley Elizabeth Marie Lawrence,RB,86,28,1995/6/11,164,60,116010,Chelsea W,2216,Women's Super League,1,12,2023/7/1,70,Canada,Right,86,67,82,80,82,78,14,10,11,9,14,
223848,/player/223848/sergej-milinkovic-savic/240002,S. Milinković-Savić,Sergej Milinković-Savić,CM,86,28,1995-02-27,192,95,605,Al Hilal,350,Pro League,1,22,2023-07-12,51,Serbia,Right,68,80,82,82,79,86,7,10,7,16,7,
233662,/player/233662/sakina-karchaoui/240002,S. Karchaoui,Sakina Karchaoui,LB,86,27,1996/1/26,160,55,116034,Paris Saint Germain W,2218,Feminine Division 1,1,7,2021/7/10,18,France,Left,89,61,82,87,79,65,9,14,16,14,10,
224232,/player/224232/nicolo-barella/240002,N. Barella,Nicolò Barella,CM,86,26,1997-02-07,175,68,44,Inter,31,Serie A,1,23,2020-09-01,27,Italy,Right,78,78,82,85,78,80,11,5,13,14,11,
233746,/player/233746/vivianne-miedema/240002,V. Miedema,Vivianne Miedema,"ST, CAM",86,26,1996/7/15,178,65,116009,Arsenal W,2216,Women's Super League,1,11,2017/7/1,34,Netherlands,Right,82,85,70,86,32,81,14,16,17,14,17,
240714,/player/240714/jill-roord/240002,J. Roord,Jill Jamie Roord,"CAM, CM, RW",86,26,1997/4/22,175,63,116017,Manchester City W,2216,Women's Super League,1,20,2023/7/6,34,Netherlands,Right,77,84,84,85,52,73,11,14,13,9,10,
231443,/player/231443/ousmane-dembele/240002,O. Dembélé,Ousmane Dembélé,"RW, LW",86,26,1997-05-15,178,67,73,Paris Saint Germain,16,Ligue 1,1,10,2023-08-12,18,France,Left,93,77,81,87,36,57,6,6,14,10,13,
237197,/player/237197/grace-geyoro/240002,G. Geyoro,Onema Grace Geyoro,"CM, CDM",86,25,1997/7/2,168,61,116034,Paris Saint Germain W,2218,Feminine Division 1,1,8,2014/7/1,18,France,Right,77,72,82,82,83,78,13,16,16,14,11,
244302,/player/244302/lea-schuller/240002,L. Schüller,Lea Schüller,ST,86,25,1997/11/12,173,60,115995,Bayern Munich W,2215,Bundesliga Women,1,11,2020/7/1,21,Germany,Right,86,83,70,81,33,73,16,13,14,11,9,
240130,/player/240130/eder-gabriel-militao/240002,Éder Militão,Éder Gabriel Militão,CB,86,25,1998-01-18,186,78,243,Real Madrid,53,La Liga,1,3,2019-07-01,54,Brazil,Right,85,50,69,71,86,82,11,8,15,12,15,
232073,/player/232073/mallory-swanson/240002,M. Swanson,Mallory Diane Pugh,"LW, CF",86,25,1998/4/29,163,54,116305,Chicago Red Stars W,2221,NWSL,1,9,2022/1/28,95,United States,Right,93,82,82,84,42,71,12,11,15,16,17,
232411,/player/232411/christopher-nkunku/240002,C. Nkunku,Christopher Nkunku,"CF, CAM, ST",86,25,1997-11-14,175,73,5,Chelsea,13,Premier League,1,18,2023-07-01,18,France,Right,82,81,83,88,62,67,5,6,10,15,7,
241721,/player/241721/rafael-da-conceicao-leao/240002,Rafael Leão,Rafael Alexandre Conceição Leão,"LW, CF, ST",86,24,1999-06-10,188,81,47,Milan,31,Serie A,1,10,2019-08-01,38,Portugal,Right,93,80,75,87,27,76,10,12,15,11,9,
253163,/player/253163/ronald-araujo/240002,R. Araujo,Ronald Federico Araújo da Silva,"CB, RB",86,24,1999-03-07,188,79,241,FC Barcelona,53,La Liga,1,4,2018-08-29,60,Uruguay,Right,79,51,65,62,86,84,11,14,9,11,8,
231281,/player/231281/trent-alexander-arnold/240002,T. Alexander-Arnold,Trent Alexander-Arnold,RB,86,24,1998-10-07,180,69,9,Liverpool,13,Premier League,1,66,2015-10-07,14,England,Right,76,69,90,79,80,73,14,15,14,6,7,
235243,/player/235243/matthijs-de-ligt/240002,M. de Ligt,Matthijs de Ligt,CB,86,23,1999-08-12,189,89,21,FC Bayern München,19,Bundesliga,1,4,2022-07-19,34,Netherlands,Right,66,61,64,68,85,86,12,11,11,12,10,
241096,/player/241096/sandro-tonali/240002,S. Tonali,Sandro Tonali,"CDM, CM",86,23,2000-05-08,181,79,13,Newcastle United,13,Premier League,1,8,2023-07-03,27,Italy,Right,84,74,81,81,82,84,13,9,8,7,7,
247635,/player/247635/khvicha-kvaratskhelia/240002,K. Kvaratskhelia,Khvicha Kvaratskhelia,"LW, RW",86,22,2001-02-12,183,70,48,Napoli,31,Serie A,1,77,2022-07-01,20,Georgia,Right,84,80,81,87,41,71,9,15,8,14,8,
265674,/player/265674/selma-bacha/240002,S. Bacha,Selma Bacha,"LB, LW",86,22,2000/11/9,161,58,116033,Olympique Lyonnais W,2218,Feminine Division 1,1,4,2017/7/1,18,France,Left,87,72,84,82,79,78,14,14,6,9,14,
257008,/player/257008/lauren-hemp/240002,L. Hemp,Lauren May Hemp,"LW, LM",86,22,2000/8/7,164,59,116017,Manchester City W,2216,Women's Super League,1,11,2018/6/1,14,England,Left,90,76,84,87,63,68,7,6,11,12,8,
246669,/player/246669/bukayo-saka/240002,B. Saka,Bukayo Saka,"RW, RM",86,21,2001-09-05,178,65,1,Arsenal,13,Premier League,1,7,2018-09-14,14,England,Left,85,81,79,87,60,70,7,8,13,9,13,
256790,/player/256790/jamal-musiala/240002,J. Musiala,Jamal Musiala,"CAM, CM, LM",86,20,2003-02-26,184,72,21,FC Bayern München,19,Bundesliga,1,42,2020-06-03,21,Germany,Right,85,75,76,91,63,61,6,9,8,8,11,
251854,/player/251854/pedro-gonzalez-lopez/240002,Pedri,Pedro González López,CM,86,20,2002-11-25,174,60,241,FC Barcelona,53,La Liga,1,8,2020-08-04,45,Spain,Right,78,69,82,88,70,74,12,7,11,8,8,
252371,/player/252371/jude-bellingham/240002,J. Bellingham,Jude Victor William Bellingham,"CM, CAM",86,20,2003-06-29,186,75,243,Real Madrid,53,La Liga,1,5,2023-07-01,14,England,Right,76,78,80,85,78,82,14,11,10,5,8,
226177,/player/226177/becky-sauerbrunn/240002,B. Sauerbrunn,Rebecca Elizabeth Sauerbrunn,CB,85,38,1985/6/6,170,64,116302,Portland Thorns W,2221,NWSL,1,4,2020/1/1,95,United States,Right,61,44,61,69,87,83,15,12,7,10,11,
226328,/player/226328/megan-rapinoe/240002,M. Rapinoe,Megan Anna Rapinoe,LM,85,37,1985/7/5,165,60,116300,OL Reign W,2221,NWSL,1,15,2013/6/23,95,United States,Right,73,85,83,86,46,72,15,12,14,14,11,
193041,/player/193041/keylor-navas/240002,K. Navas,Keylor Navas Gamboa,GK,85,36,1986-12-15,185,80,73,Paris Saint Germain,16,Ligue 1,1,1,2019-09-02,72,Costa Rica,Right,,,,,,,84,80,75,84,87,54
192629,/player/192629/iago-aspas-juncal/240002,Iago Aspas,Iago Aspas Juncal,ST,85,35,1987-08-01,176,67,450,Celta de Vigo,53,La Liga,1,10,2015-07-01,45,Spain,Left,81,85,79,86,35,64,12,16,9,12,13,
227318,/player/227318/amandine-henry/240002,A. Henry,Amandine Chantal Henry,"CDM, CM",85,33,1989/9/28,171,64,116311,Angel City W,2221,NWSL,1,26,2023/6/28,18,France,Right,60,80,78,78,83,82,11,13,15,14,7,
192387,/player/192387/ciro-immobile/240002,C. Immobile,Ciro Immobile,ST,85,33,1990-02-20,185,85,46,Lazio,31,Serie A,1,17,2016-07-27,27,Italy,Right,85,87,68,78,39,74,6,8,15,12,6,
227337,/player/227337/svenja-huth/240002,S. Huth,Svenja Anette Huth,"RM, CAM",85,32,1991/1/25,163,54,115998,Wolfsburg W,2215,Bundesliga Women,1,10,2018/7/1,21,Germany,Right,82,72,83,86,52,67,17,10,7,12,10,
186345,/player/186345/kieran-trippier/240002,K. Trippier,Kieran Trippier,RB,85,32,1990-09-19,173,71,13,Newcastle United,13,Premier League,1,2,2022-01-07,14,England,Right,68,65,86,79,82,72,11,14,8,11,10,
188943,/player/188943/kevin-trapp/240002,K. Trapp,Kevin Trapp,GK,85,32,1990-07-08,189,84,1824,Eintracht Frankfurt,19,Bundesliga,1,1,2019-08-07,21,Germany,Right,,,,,,,83,81,77,85,86,46
209981,/player/209981/yassine-bounou/240002,Y. Bounou,Yassine Bounou,GK,85,32,1991-04-05,195,78,605,Al Hilal,350,Pro League,1,37,2023-08-17,129,Morocco,Left,,,,,,,82,83,79,84,87,38
226375,/player/226375/kathrin-hendrich/240002,K. Hendrich,Kathrin-Julia Hendrich,"CB, RB",85,31,1992/4/6,173,55,115998,Wolfsburg W,2215,Bundesliga Women,1,4,2020/7/1,21,Germany,Right,72,39,70,73,86,75,13,10,13,9,9,
